main/aqi,components/co,components/no,components/no2,components/o3,components/so2,components/pm2_5,components/pm10,components/nh3,dt
1,320.44,6.31,8.74,27.18,1.1,7.76,7.78,0.27,1611043200
1,330.45,8.61,9.94,28.25,1.39,9.14,9.15,0.27,1611046800
2,333.79,9.16,11.65,30.4,1.8,10.65,10.66,0.17,1611050400
2,330.45,7.15,13.54,31.47,2.18,11.55,11.56,0.02,1611054000
2,320.44,4.08,16.11,29.68,2.77,10.92,10.93,0,1611057600
2,317.1,1.02,21.08,23.6,3.64,10.18,10.19,0,1611061200
1,313.76,0.03,22.96,20.56,4.17,9.85,9.86,0,1611064800
1,310.42,0,21.25,21.82,4.35,9.23,9.25,0,1611068400
1,307.08,0,19.36,23.96,4.23,8.65,8.67,0,1611072000
1,303.75,0,17.99,24.68,4.17,8.27,8.29,0,1611075600
1,300.41,0,17.48,23.6,4.17,8.33,8.36,0,1611079200
1,303.75,0,18.17,21.1,3.64,9.14,9.17,0,1611082800
2,303.75,0,18.68,18.6,2.65,10.08,10.11,0.01,1611086400
2,307.08,0,18.85,16.63,1.94,10.52,10.55,0.04,1611090000
2,310.42,0,18.68,15.02,1.39,10.58,10.6,0.07,1611093600
2,310.42,0,17.65,14.48,0.95,10.03,10.05,0.1,1611097200
1,310.42,0,15.08,16.45,0.6,8.75,8.77,0.13,1611100800
1,300.41,0,10.97,22.17,0.4,7.08,7.09,0.14,1611104400
1,293.73,0,7.11,30.76,0.33,5.67,5.68,0.13,1611108000
1,283.72,0,4.63,38.27,0.36,4.9,4.91,0.1,1611111600
1,283.72,0,4.33,39.7,0.51,5.48,5.49,0.03,1611115200
1,287.06,0,5.91,34.69,1.03,7.04,7.06,0,1611118800
1,300.41,0.38,8.74,27.9,2.38,8.95,9.02,0,1611122400
2,323.77,2.29,10.97,25.39,4.83,11.45,11.58,0,1611126000
2,337.12,4.25,10.97,27.9,6.91,12.82,13,0,1611129600
2,343.8,5.09,10.63,32.19,8.23,12.61,12.86,0,1611133200
2,340.46,4.3,11.48,35.76,8.94,12.06,12.28,0,1611136800
2,330.45,2.63,12,38.27,8.82,11.24,11.37,0,1611140400
2,320.44,1.23,12.34,39.34,8.7,10.84,10.94,0,1611144000
2,313.76,0.24,12.34,39.34,8.46,10.52,10.61,0,1611147600
2,307.08,0,11.48,40.05,8.23,10.47,10.55,0,1611151200
2,300.41,0,10.11,41.84,8.94,11.22,11.3,0,1611154800
2,297.07,0,9.25,41.84,9.54,13.09,13.16,0,1611158400
2,293.73,0,9.25,39.7,9.42,14.99,15.04,0,1611162000
2,300.41,0,9.85,36.84,8.23,16.82,16.85,0,1611165600
2,303.75,0,10.63,34.33,5.48,18.62,18.64,0.02,1611169200
2,310.42,0,11.31,31.83,2.92,19.88,19.91,0.06,1611172800
3,320.44,0,12,29.68,1.58,21.14,21.15,0.13,1611176400
3,330.45,0,12.34,28.97,1.01,22.27,22.28,0.21,1611180000
3,337.12,0,12.51,27.9,0.75,23.28,23.29,0.29,1611183600
3,343.8,0,12.68,26.46,0.6,23.67,23.67,0.36,1611187200
3,347.14,0,12.85,25.03,0.54,23.59,23.59,0.41,1611190800
3,350.48,0,13.02,23.25,0.54,23.58,23.58,0.44,1611194400
3,353.81,0,13.2,21.28,0.62,22.9,22.91,0.44,1611198000
3,357.15,0,13.54,19.49,0.86,21.6,21.61,0.44,1611201600
3,360.49,0.03,14.22,17.7,1.27,20.69,20.7,0.42,1611205200
2,363.83,2.32,12.34,19.67,1.7,19.99,19.99,0.39,1611208800
2,370.5,6.04,8.57,24.68,2,19.16,19.16,0.32,1611212400
2,377.18,8.05,7.45,28.25,2.06,19.21,19.21,0.21,1611216000
3,380.52,9.5,7.97,31.83,2.15,20.2,20.21,0.06,1611219600
3,383.85,10.84,10.71,36.12,2.8,20.56,20.57,0,1611223200
3,383.85,10.62,14.91,37.19,3.31,20.62,20.64,0,1611226800
3,377.18,8.27,20.56,33.62,3.46,20.39,20.43,0,1611230400
3,370.5,2.65,29.13,25.03,3.04,20.11,20.14,0,1611234000
2,363.83,0.06,32.22,20.92,2.44,19.97,20.01,0,1611237600
2,357.15,0,31.19,20.74,2.21,19.19,19.22,0,1611241200
2,347.14,0,29.82,20.92,2.24,17.82,17.85,0,1611244800
2,337.12,0,27.76,21.99,2.65,15.25,15.28,0.01,1611248400
2,327.11,0,24.33,25.03,2.8,13.33,13.37,0.01,1611252000
2,317.1,0,19.71,30.04,2.21,12.75,12.79,0,1611255600
2,310.42,0,16.11,34.69,1.55,12.72,12.76,0,1611259200
2,307.08,0,13.71,38.27,1.21,12.86,12.91,0,1611262800
2,303.75,0,12,40.77,1.15,12.62,12.66,0,1611266400
2,297.07,0,10.54,42.92,1.3,11.83,11.86,0,1611270000
2,290.39,0,9.34,44.35,1.57,10.79,10.81,0,1611273600
1,280.38,0,7.88,47.21,1.68,8.98,9,0,1611277200
1,280.38,0,9.17,47.92,2.92,8.28,8.33,0,1611280800
1,293.73,0,11.65,46.49,4.95,8.63,8.72,0,1611284400
1,283.72,0,7.54,54.36,3.82,7.15,7.2,0,1611288000
1,257.02,0,3.43,64.37,2.56,5.69,5.71,0,1611291600
1,247,0.02,2.31,70.1,2.62,5.31,5.32,0.01,1611295200
1,250.34,0.2,2.96,70.1,3.87,5.87,5.87,0.01,1611298800
1,257.02,0.59,4.2,67.95,5.25,6.94,6.95,0.01,1611302400
1,263.69,0.98,5.01,65.8,6.2,7.8,7.81,0.01,1611306000
1,267.03,0.94,5.83,62.94,6.8,8.17,8.19,0.02,1611309600
1,273.71,0.65,6.6,59.37,6.91,7.95,7.97,0.03,1611313200
1,273.71,0.3,7.03,57.22,6.91,7.23,7.25,0.04,1611316800
1,273.71,0.09,6.86,55.79,6.62,6.36,6.37,0.06,1611320400
1,273.71,0,6.26,54.36,6.32,5.56,5.58,0.08,1611324000
1,277.04,0,5.74,52.93,6.2,4.96,4.98,0.09,1611327600
1,277.04,0,5.48,50.78,5.96,4.61,4.64,0.1,1611331200
1,280.38,0,5.27,49.35,5.6,4.54,4.56,0.1,1611334800
1,280.38,0,5.01,47.92,5.25,4.61,4.64,0.09,1611338400
1,280.38,0,4.71,46.49,4.83,4.72,4.75,0.08,1611342000
1,280.38,0,4.46,45.42,4.47,4.98,5.01,0.08,1611345600
1,280.38,0,4.28,44.35,4.47,5.47,5.5,0.08,1611349200
1,280.38,0,4.11,44.35,4.59,6,6.03,0.07,1611352800
1,280.38,0,3.81,44.35,4.29,6.4,6.45,0.05,1611356400
1,280.38,0,3.38,44.7,3.76,6.56,6.64,0.05,1611360000
1,277.04,0,3,44.7,3.22,6.62,6.73,0.05,1611363600
1,277.04,0,2.74,45.06,2.83,6.71,6.87,0.04,1611367200
1,277.04,0,2.59,46.49,2.59,6.89,7.08,0.03,1611370800
1,273.71,0,2.4,48.64,2.35,6.99,7.2,0.02,1611374400
1,270.37,0,2.12,49.35,1.94,6.86,7.06,0.03,1611378000
1,267.03,0,1.78,52.21,1.59,6.6,6.79,0.03,1611381600
1,267.03,0.02,1.86,53.64,1.36,6.54,6.77,0.03,1611385200
1,273.71,0.04,2.19,53.64,0.91,7.22,7.68,0.03,1611388800
1,270.37,0.04,1.82,54.36,0.45,8.02,8.81,0.05,1611392400
1,253.68,0.02,1.18,59.37,0.29,8.07,9.04,0.07,1611396000
1,240.33,0.01,0.81,66.52,0.26,7.43,8.37,0.1,1611399600
1,233.65,0.01,0.85,69.38,0.26,6.76,7.54,0.11,1611403200
1,233.65,0,1.29,69.38,0.32,6.58,7.18,0.1,1611406800
1,236.99,0,1.82,67.95,0.42,6.71,7.22,0.09,1611410400
1,240.33,0,2.27,66.52,0.58,6.86,7.28,0.08,1611414000
1,240.33,0,2.4,65.8,0.74,6.83,7.19,0.08,1611417600
1,236.99,0,1.84,67.23,0.73,6.49,6.75,0.09,1611421200
1,236.99,0,1.11,69.38,0.6,5.88,6.06,0.12,1611424800
1,233.65,0,0.68,71.53,0.45,5.16,5.28,0.16,1611428400
1,230.31,0,0.49,71.53,0.35,4.39,4.49,0.18,1611432000
1,226.97,0,0.41,70.81,0.29,3.93,4.02,0.14,1611435600
1,226.97,0,0.38,69.38,0.27,3.76,3.85,0.11,1611439200
1,226.97,0,0.34,67.95,0.27,3.75,3.85,0.09,1611442800
1,223.64,0,0.29,67.23,0.27,3.85,3.97,0.07,1611446400
1,223.64,0,0.23,67.23,0.27,4.05,4.18,0.06,1611450000
1,223.64,0,0.21,65.8,0.27,4.33,4.45,0.05,1611453600
1,226.97,0,0.28,65.09,0.28,4.51,4.64,0.04,1611457200
1,226.97,0,0.46,64.37,0.34,4.6,4.72,0.03,1611460800
1,230.31,0,0.7,64.37,0.45,4.6,4.73,0.02,1611464400
1,233.65,0.02,1.23,65.09,0.63,4.62,4.75,0.02,1611468000
1,233.65,0.07,1.44,64.37,0.78,4.69,4.84,0.01,1611471600
1,233.65,0.08,1,65.09,0.77,4.85,5.12,0,1611475200
1,233.65,0.06,0.64,66.52,0.76,5.08,5.59,0,1611478800
1,233.65,0.04,0.52,67.95,0.7,5.27,6,0,1611482400
1,233.65,0.02,0.37,67.23,0.51,5.39,6.28,0,1611486000
1,233.65,0.01,0.28,65.8,0.34,5.49,6.46,0,1611489600
1,233.65,0,0.29,65.8,0.26,5.58,6.52,0,1611493200
1,233.65,0,0.3,65.8,0.22,5.67,6.52,0,1611496800
1,233.65,0,0.25,66.52,0.18,5.51,6.34,0,1611500400
1,233.65,0,0.33,66.52,0.22,5.34,6.29,0,1611504000
1,240.33,0,1.05,66.52,0.63,5.73,6.65,0,1611507600
1,243.66,0,1.44,66.52,1.04,6.05,6.83,0,1611511200
1,240.33,0,0.94,67.23,1.06,6.04,6.77,0,1611514800
1,240.33,0,0.47,67.95,0.95,6.08,6.76,0.01,1611518400
1,240.33,0,0.26,68.67,0.69,5.68,6.27,0.03,1611522000
1,240.33,0,0.24,67.95,0.4,5.55,6.14,0.04,1611525600
1,247,0,0.39,67.23,0.28,6.6,7.42,0.06,1611529200
1,247,0,0.43,66.52,0.24,7.11,8.29,0.07,1611532800
1,236.99,0,0.3,67.95,0.22,6.3,7.7,0.06,1611536400
1,233.65,0,0.24,70.1,0.26,5.38,6.8,0.05,1611540000
1,230.31,0,0.28,72.96,0.29,4.58,6.19,0.05,1611543600
1,230.31,0,0.29,74.39,0.3,3.88,6.77,0.06,1611547200
1,230.31,0,0.26,74.39,0.3,3.52,8.49,0.09,1611550800
1,230.31,0,0.27,72.96,0.32,3.5,10.27,0.12,1611554400
1,233.65,0.01,0.27,71.53,0.38,3.47,10.13,0.15,1611558000
1,236.99,0.01,0.25,69.38,0.45,3.54,8.98,0.16,1611561600
1,236.99,0.02,0.26,68.67,0.55,3.8,8.71,0.16,1611565200
1,240.33,0.02,0.28,68.67,0.68,4.33,9.36,0.16,1611568800
1,240.33,0.02,0.3,67.23,0.82,5.02,10.16,0.16,1611572400
1,243.66,0.01,0.32,66.52,1.01,5.55,10.86,0.17,1611576000
1,247,0,0.34,66.52,1.24,5.76,11,0.18,1611579600
1,247,0,0.34,66.52,1.48,5.47,10.06,0.19,1611583200
1,250.34,0,0.34,67.23,1.62,5.01,8.9,0.2,1611586800
1,250.34,0,0.34,67.95,1.67,4.62,8.3,0.22,1611590400
1,250.34,0,0.32,67.23,1.51,4.43,8.89,0.24,1611594000
1,250.34,0,0.3,67.23,1.24,4.59,10.91,0.25,1611597600
1,250.34,0,0.28,67.23,1.07,5.19,14.19,0.26,1611601200
1,250.34,0,0.25,67.95,1,6.15,18.29,0.25,1611604800
2,247,0,0.23,67.95,0.97,7.16,23.03,0.23,1611608400
2,247,0,0.21,68.67,0.95,8.04,27.87,0.21,1611612000
2,247,0,0.22,68.67,0.94,8.47,30.63,0.19,1611615600
2,243.66,0,0.22,68.67,0.92,8.74,31.59,0.18,1611619200
2,243.66,0,0.21,68.67,0.86,9.21,32.76,0.17,1611622800
2,243.66,0,0.21,69.38,0.74,9.44,33.68,0.18,1611626400
2,243.66,0,0.22,70.1,0.59,9.43,34.83,0.19,1611630000
3,243.66,0,0.24,70.81,0.54,9.74,37.23,0.22,1611633600
3,243.66,0,0.25,71.53,0.61,10.61,40.89,0.25,1611637200
3,243.66,0.02,0.27,73.67,0.68,12.02,44.63,0.27,1611640800
3,240.33,0.04,0.23,76.53,0.71,13.31,45.93,0.28,1611644400
3,236.99,0.05,0.17,79.39,0.7,13.63,42.51,0.28,1611648000
3,236.99,0.04,0.14,81.54,0.68,14.05,41.3,0.27,1611651600
3,233.65,0.04,0.12,82.97,0.65,14.8,42.52,0.26,1611655200
3,233.65,0.03,0.13,83.69,0.61,15.24,43.2,0.26,1611658800
3,233.65,0.03,0.16,84.4,0.58,15.26,43.45,0.25,1611662400
3,233.65,0,0.23,84.4,0.56,15.1,43.29,0.24,1611666000
3,233.65,0,0.27,84.4,0.54,14.77,41.57,0.23,1611669600
3,233.65,0,0.3,84.4,0.58,14.37,39.77,0.21,1611673200
3,233.65,0,0.35,83.69,0.71,14.48,39.88,0.2,1611676800
3,233.65,0,0.45,83.69,1.01,15.67,43.88,0.18,1611680400
4,233.65,0,0.6,83.69,1.46,18.69,54.12,0.18,1611684000
4,233.65,0,0.71,82.25,1.82,22.41,67.62,0.19,1611687600
4,233.65,0,0.65,81.54,1.7,24.63,78.22,0.21,1611691200
4,233.65,0,0.48,80.82,1.3,22.98,77.5,0.22,1611694800
4,230.31,0,0.35,81.54,1.03,19.46,70.25,0.22,1611698400
4,230.31,0,0.3,81.54,0.94,16.42,63.48,0.22,1611702000
4,230.31,0,0.26,81.54,0.85,14.06,57.86,0.22,1611705600
2,230.31,0,0.2,81.54,0.57,0.93,1.4,0.16,1611795600
2,230.31,0,0.2,81.54,0.63,1.07,1.58,0.16,1611799200
2,230.31,0,0.2,82.97,0.68,1.27,1.78,0.16,1611802800
2,230.31,0,0.17,85.83,0.75,1.43,1.84,0.16,1611806400
2,230.31,0,0.15,88.69,0.83,1.55,1.87,0.15,1611810000
2,230.31,0,0.18,89.41,0.92,1.7,2.01,0.15,1611813600
2,230.31,0.01,0.21,88.69,0.98,1.84,2.24,0.17,1611817200
2,230.31,0.03,0.23,86.55,1,1.92,2.41,0.19,1611820800
2,230.31,0.03,0.22,85.83,1.01,1.99,2.55,0.2,1611824400
2,226.97,0.03,0.22,86.55,1.07,2.19,2.81,0.2,1611828000
2,226.97,0.03,0.23,87.98,1.1,2.39,3.07,0.22,1611831600
2,226.97,0.02,0.27,87.26,1.16,2.6,3.38,0.25,1611835200
2,226.97,0.01,0.31,86.55,1.24,2.8,3.84,0.27,1611838800
2,226.97,0,0.32,85.83,1.22,2.77,4.15,0.3,1611842400
2,223.64,0,0.3,86.55,1.03,2.62,4.24,0.28,1611846000
2,220.3,0,0.27,87.26,0.8,2.54,4.66,0.23,1611849600
2,220.3,0,0.23,87.98,0.63,2.63,5.97,0.2,1611853200
2,216.96,0,0.21,87.26,0.53,3.09,9.11,0.18,1611856800
2,216.96,0,0.2,87.26,0.51,4.62,17.34,0.18,1611860400
2,216.96,0,0.18,86.55,0.48,7.45,31.92,0.18,1611864000
4,216.96,0,0.17,86.55,0.46,12.22,55.55,0.19,1611867600
4,216.96,0,0.16,86.55,0.41,20.55,96,0.2,1611871200
5,220.3,0,0.14,86.55,0.35,33.22,154.31,0.21,1611874800
5,220.3,0,0.14,85.83,0.3,48.49,219.87,0.25,1611878400
5,220.3,0,0.14,85.12,0.26,61.67,272.18,0.28,1611882000
5,220.3,0,0.18,83.69,0.25,71.77,306.49,0.31,1611885600
5,223.64,0,0.25,82.25,0.25,83.1,347.63,0.34,1611889200
5,223.64,0,0.31,81.54,0.26,95.21,378.37,0.36,1611892800
5,220.3,0,0.3,80.82,0.26,110.09,404.43,0.37,1611896400
5,220.3,0,0.29,79.39,0.24,119.82,369.45,0.33,1611900000
5,220.3,0,0.3,79.39,0.22,119.51,298.35,0.26,1611903600
5,220.3,0,0.31,79.39,0.21,107.77,212.09,0.18,1611907200
5,220.3,0,0.34,79.39,0.23,95.12,154.27,0.13,1611910800
5,220.3,0,0.36,78.68,0.24,88.6,129.12,0.11,1611914400
5,220.3,0,0.38,77.96,0.24,87.68,122.62,0.1,1611918000
5,220.3,0,0.42,76.53,0.25,92.37,128.24,0.1,1611921600
5,223.64,0,0.55,73.67,0.31,98.6,143.8,0.11,1611925200
5,226.97,0,0.69,70.81,0.34,103.63,161.89,0.13,1611928800
5,230.31,0,0.7,65.8,0.35,108.74,179.58,0.14,1611932400
5,233.65,0,0.74,61.51,0.4,109.01,186.37,0.16,1611936000
5,233.65,0,0.86,60.08,0.47,97.93,173.44,0.18,1611939600
5,233.65,0,0.71,62.23,0.49,67.23,118.52,0.19,1611943200
4,233.65,0,0.49,65.09,0.52,41.7,64.33,0.22,1611946800
4,233.65,0,0.51,65.09,0.58,32.63,41.51,0.22,1611950400
4,233.65,0,0.61,64.37,0.6,29.04,34.6,0.19,1611954000
4,233.65,0,0.59,60.8,0.45,28.04,34.59,0.22,1611957600
4,233.65,0,0.52,57.22,0.28,27.24,33.96,0.27,1611961200
3,233.65,0,0.49,52.93,0.21,24.46,28.17,0.3,1611964800
3,233.65,0,0.52,50.07,0.2,20.89,22.17,0.31,1611968400
2,236.99,0,0.58,47.92,0.24,19.23,19.71,0.3,1611972000
2,240.33,0,0.71,47.21,0.33,18.44,18.71,0.27,1611975600
2,243.66,0,0.96,47.21,0.48,17.07,17.27,0.18,1611979200
2,247,0,1.33,47.21,0.63,16.56,16.74,0.1,1611982800
2,250.34,0.04,1.74,46.49,0.82,16.56,16.75,0.01,1611986400
2,257.02,0.19,2.29,45.42,1.18,13.72,13.89,0,1611990000
2,260.35,0.35,2.36,45.78,1.36,11.39,11.54,0,1611993600
2,260.35,0.43,2.19,47.21,1.45,10.49,10.64,0,1611997200
2,263.69,0.43,2.1,47.92,1.64,10.06,10.2,0,1612000800
2,263.69,0.3,2.19,48.64,1.77,10.24,10.37,0,1612004400
2,260.35,0.12,2.06,50.07,1.64,10.97,11.1,0,1612008000
2,253.68,0.02,1.48,52.21,1.28,12.15,12.26,0,1612011600
2,247,0,0.92,55.08,1,13.77,13.89,0,1612015200
2,240.33,0,0.59,57.22,0.83,15.33,15.47,0,1612018800
2,240.33,0,0.47,59.37,0.76,15.7,15.85,0,1612022400
2,240.33,0,0.41,61.51,0.71,14.58,14.71,0,1612026000
2,236.99,0,0.35,63.66,0.66,14.06,14.15,0,1612029600
2,236.99,0,0.29,65.09,0.64,16.65,16.75,0.01,1612033200
3,236.99,0,0.24,65.8,0.61,23.27,23.43,0.02,1612036800
4,233.65,0,0.19,65.8,0.51,28.66,28.92,0.04,1612040400
4,233.65,0,0.15,67.95,0.41,29.58,29.96,0.07,1612044000
4,233.65,0,0.12,71.53,0.32,26.43,26.91,0.08,1612047600
3,233.65,0,0.11,75.82,0.29,21.31,21.83,0.07,1612051200
2,233.65,0,0.12,79.39,0.31,16.32,16.77,0.06,1612054800
2,236.99,0,0.12,82.25,0.38,13.01,13.36,0.06,1612058400
2,236.99,0,0.14,85.12,0.5,14.05,14.58,0.05,1612062000
2,233.65,0,0.17,82.97,0.57,13.78,14.76,0.06,1612065600
2,233.65,0,0.16,79.39,0.51,10.63,11.63,0.07,1612069200
2,233.65,0,0.16,80.82,0.47,11.79,12.92,0.07,1612072800
2,233.65,0.01,0.15,84.4,0.58,16.8,20.13,0.06,1612076400
2,233.65,0.02,0.19,82.97,0.82,16.78,32.17,0.1,1612080000
4,233.65,0.03,0.24,80.82,0.89,15.42,56.9,0.13,1612083600
4,233.65,0.04,0.23,80.11,0.85,15.83,74.08,0.14,1612087200
4,230.31,0.04,0.22,79.39,0.86,14.22,78.53,0.14,1612090800
4,230.31,0.03,0.24,80.11,0.9,12.27,77.51,0.13,1612094400
4,226.97,0.01,0.29,80.11,0.85,11.56,72.15,0.14,1612098000
4,230.31,0,0.32,79.39,0.78,11.37,67.3,0.15,1612101600
4,230.31,0,0.31,77.96,0.69,11,64.61,0.18,1612105200
4,230.31,0,0.29,76.53,0.61,10.43,63.12,0.21,1612108800
4,233.65,0,0.3,73.67,0.54,10.01,65.49,0.23,1612112400
4,236.99,0,0.36,70.81,0.49,12.39,70.67,0.24,1612116000
4,240.33,0,0.35,69.38,0.49,21.16,66.43,0.22,1612119600
4,247,0,0.25,70.1,0.48,28.01,57.02,0.18,1612123200
4,247,0,0.25,70.1,0.48,28.51,51.96,0.15,1612126800
4,243.66,0,0.27,70.1,0.38,26.26,46.44,0.13,1612130400
3,243.66,0,0.26,70.1,0.25,24.05,40.25,0.09,1612134000
3,240.33,0,0.27,70.1,0.19,23.23,35.56,0.06,1612137600
3,243.66,0,0.33,70.81,0.16,23.19,31.43,0.08,1612141200
3,243.66,0,0.41,70.1,0.15,22.58,28.25,0.11,1612144800
3,243.66,0,0.49,67.95,0.15,21.74,26.13,0.14,1612148400
3,243.66,0,0.55,65.8,0.15,21.53,25.29,0.16,1612152000
3,243.66,0,0.58,64.37,0.14,21.59,25.15,0.19,1612155600
3,240.33,0.01,0.64,62.23,0.13,21.76,25.18,0.21,1612159200
3,240.33,0.02,0.65,60.8,0.12,22.08,25.29,0.23,1612162800
3,240.33,0.03,0.61,58.65,0.11,22.36,25.37,0.23,1612166400
3,240.33,0.03,0.56,57.94,0.1,22.84,25.53,0.22,1612170000
3,236.99,0.03,0.55,56.51,0.09,23.31,25.61,0.22,1612173600
3,236.99,0.02,0.59,54.36,0.09,23.36,25.34,0.23,1612177200
3,236.99,0.01,0.67,52.93,0.09,22.89,24.63,0.24,1612180800
3,236.99,0,0.74,51.5,0.09,22.16,23.69,0.25,1612184400
3,240.33,0,0.77,50.78,0.1,21.18,22.53,0.25,1612188000
3,240.33,0,0.74,49.35,0.11,20.1,21.29,0.25,1612191600
3,240.33,0,0.79,47.21,0.13,20.06,21.33,0.24,1612195200
3,240.33,0,0.84,45.06,0.13,21.79,23.6,0.21,1612198800
3,240.33,0,0.69,44.35,0.1,24.1,26.52,0.19,1612202400
4,243.66,0,0.53,46.49,0.08,25.44,27.9,0.16,1612206000
3,240.33,0,0.48,49.35,0.08,24.87,27.36,0.14,1612209600
4,240.33,0,0.47,52.21,0.1,25.28,28.53,0.12,1612213200
4,240.33,0,0.54,52.93,0.16,29.98,34.42,0.09,1612216800
4,240.33,0,0.44,56.51,0.13,30.34,33.52,0.04,1612220400
3,240.33,0,0.28,65.8,0.15,23.92,25.41,0.01,1612224000
2,240.33,0,0.25,75.82,0.22,16.43,17.01,0,1612227600
2,240.33,0,0.25,82.25,0.29,10.47,10.66,0,1612231200
2,240.33,0,0.25,86.55,0.37,8.08,8.21,0,1612234800
2,243.66,0,0.25,92.98,0.58,6.78,6.89,0,1612238400
2,247,0,0.28,97.28,0.67,6.66,6.83,0,1612242000
2,250.34,0,0.36,94.41,0.51,8.89,9.78,0,1612245600
2,247,0.01,0.4,88.69,0.37,11.99,13.99,0,1612249200
2,247,0.02,0.39,83.69,0.33,14.62,17.34,0,1612252800
2,247,0.02,0.35,79.39,0.35,16.79,19.43,0,1612256400
2,247,0.02,0.32,75.82,0.42,18.26,20.68,0,1612260000
2,250.34,0.02,0.33,72.24,0.44,19.27,21.75,0,1612263600
3,253.68,0.01,0.38,70.1,0.41,20.43,23.29,0,1612267200
3,253.68,0.01,0.43,67.95,0.35,21.77,25.13,0,1612270800
3,257.02,0,0.46,64.37,0.26,22.91,26.65,0.01,1612274400
3,257.02,0,0.44,60.8,0.21,23.66,27.66,0.04,1612278000
3,260.35,0,0.43,59.37,0.18,24.28,28.69,0.05,1612281600
4,260.35,0,0.43,60.08,0.18,25.42,30.59,0.05,1612285200
4,263.69,0,0.41,61.51,0.18,26.68,32.67,0.06,1612288800
4,267.03,0,0.38,63.66,0.18,26.98,33.54,0.08,1612292400
4,267.03,0,0.32,65.8,0.17,25.79,32.19,0.1,1612296000
3,267.03,0,0.3,67.23,0.16,24.26,30.04,0.11,1612299600
3,267.03,0,0.34,66.52,0.16,22.35,26.51,0.11,1612303200
3,267.03,0,0.46,64.37,0.16,21.18,24.25,0.12,1612306800
3,263.69,0,0.59,61.51,0.15,20.35,22.68,0.11,1612310400
3,263.69,0,0.65,60.08,0.12,20.06,22.03,0.1,1612314000
2,263.69,0,0.68,58.65,0.1,19.49,21.03,0.11,1612317600
2,263.69,0,0.74,57.94,0.1,18.61,19.72,0.12,1612321200
2,263.69,0,0.84,56.51,0.1,17.56,18.31,0.13,1612324800
2,260.35,0,0.88,55.79,0.1,16.59,17.11,0.14,1612328400
2,260.35,0.01,0.92,54.36,0.09,15.61,16.02,0.15,1612332000
2,260.35,0.02,0.93,53.64,0.09,14.43,14.76,0.15,1612335600
2,257.02,0.03,0.88,52.93,0.12,12.44,12.67,0.15,1612339200
2,260.35,0.03,0.85,52.21,0.17,10.25,10.41,0.15,1612342800
1,260.35,0.03,0.83,51.5,0.18,8.38,8.49,0.16,1612346400
1,260.35,0.03,0.85,50.78,0.16,7.25,7.35,0.18,1612350000
1,260.35,0.02,0.93,49.35,0.13,7.08,7.17,0.19,1612353600
1,260.35,0.01,1.02,47.92,0.1,7.8,7.91,0.22,1612357200
1,260.35,0,1.06,47.21,0.09,8.9,9.04,0.23,1612360800
1,260.35,0,1,46.49,0.08,9.55,9.74,0.23,1612364400
1,257.02,0,0.86,46.49,0.07,9.38,9.59,0.23,1612368000
1,253.68,0,0.74,46.49,0.07,8.62,8.86,0.23,1612371600
1,247,0,0.68,45.42,0.07,7.75,8.01,0.23,1612375200
1,247,0,0.64,43.99,0.06,7.11,7.37,0.24,1612378800
1,243.66,0,0.62,41.84,0.05,6.69,6.95,0.24,1612382400
1,243.66,0,0.61,39.7,0.04,6.35,6.6,0.24,1612386000
1,240.33,0,0.6,37.55,0.04,6,6.22,0.24,1612389600
1,240.33,0,0.6,34.69,0.04,5.75,5.94,0.25,1612393200
1,240.33,0,0.61,32.19,0.03,5.64,5.82,0.26,1612396800
1,240.33,0,0.63,29.68,0.04,5.67,5.87,0.29,1612400400
1,240.33,0,0.68,28.25,0.05,5.78,5.98,0.29,1612404000
1,240.33,0,0.79,27.9,0.07,5.88,6.07,0.28,1612407600
1,240.33,0,0.87,28.97,0.08,5.96,6.15,0.24,1612411200
1,236.99,0,0.89,29.33,0.08,5.95,6.1,0.22,1612414800
1,236.99,0.01,0.84,29.33,0.1,6.1,6.22,0.18,1612418400
1,243.66,0.02,0.98,36.12,0.6,6.11,6.2,0.01,1612422000
1,240.33,0.03,0.79,43.99,0.47,4.47,4.53,0.04,1612425600
1,233.65,0.04,0.76,47.92,0.31,3.73,3.78,0.1,1612429200
1,230.31,0.04,0.75,50.07,0.31,4.2,4.26,0.1,1612432800
1,226.97,0.02,0.59,52.21,0.29,4.81,4.87,0.11,1612436400
1,230.31,0.01,0.51,52.93,0.25,3.95,4,0.08,1612440000
1,233.65,0.01,0.63,53.64,0.21,2.97,3,0.07,1612443600
1,236.99,0,0.84,55.08,0.2,2.66,2.7,0.08,1612447200
1,236.99,0,1.04,55.08,0.22,2.64,2.68,0.09,1612450800
1,240.33,0,1.23,55.08,0.23,2.83,2.88,0.11,1612454400
1,240.33,0,1.44,54.36,0.22,3.13,3.2,0.11,1612458000
1,240.33,0,1.59,53.64,0.2,3.46,3.54,0.1,1612461600
1,240.33,0,1.48,55.08,0.16,3.64,3.72,0.09,1612465200
1,240.33,0,1.18,58.65,0.13,3.65,3.73,0.08,1612468800
1,240.33,0,0.91,62.94,0.14,3.93,4.01,0.07,1612472400
1,243.66,0,0.91,65.8,0.18,4.26,4.34,0.03,1612476000
1,243.66,0,1.05,66.52,0.21,4.42,4.5,0.01,1612479600
1,247,0,1.25,65.09,0.23,4.25,4.32,0.01,1612483200
