main/aqi,components/co,components/no,components/no2,components/o3,components/so2,components/pm2_5,components/pm10,components/nh3,dt
1,208.62,0,0.74,55.08,1.01,1.45,1.45,0,1606266000
1,208.62,0,0.85,54.36,0.92,1.33,1.33,0.01,1606269600
1,210.29,0,1.01,52.93,0.98,1.36,1.37,0.01,1606273200
1,210.29,0,1.01,53.64,1.06,1.37,1.37,0.01,1606276800
1,208.62,0,0.89,55.08,1.1,1.29,1.29,0.01,1606280400
1,206.95,0.01,0.83,56.51,1.16,1.18,1.19,0.01,1606284000
1,206.95,0.02,0.75,57.22,1.25,1.06,1.07,0.01,1606287600
1,206.95,0.02,0.7,56.51,1.33,0.92,0.93,0.01,1606291200
1,208.62,0.02,0.72,54.36,1.4,0.84,0.84,0.01,1606294800
1,210.29,0.02,0.84,50.78,1.34,0.87,0.88,0.01,1606298400
1,213.62,0.02,1.06,46.49,1.19,1.02,1.03,0.01,1606302000
1,220.3,0.01,1.52,41.49,1.03,1.26,1.27,0.02,1606305600
1,223.64,0,2.23,37.19,0.85,1.67,1.68,0.02,1606309200
1,233.65,0,2.96,33.26,0.69,2.18,2.19,0.02,1606312800
1,240.33,0,3.68,30.4,0.58,2.65,2.66,0.03,1606316400
1,250.34,0,4.2,28.25,0.56,3.04,3.05,0.03,1606320000
1,257.02,0,4.54,26.11,0.55,3.54,3.55,0.02,1606323600
1,260.35,0,4.93,23.96,0.47,4.16,4.17,0.03,1606327200
1,267.03,0,5.27,21.64,0.32,4.55,4.56,0.03,1606330800
1,270.37,0,5.18,21.1,0.21,4.47,4.48,0.03,1606334400
1,267.03,0,4.41,23.25,0.14,3.98,3.99,0.05,1606338000
1,260.35,0,3.51,25.75,0.1,3.47,3.5,0.05,1606341600
1,257.02,0,3,26.82,0.12,3.22,3.27,0.05,1606345200
1,253.68,0,2.96,27.18,0.19,3.14,3.21,0.05,1606348800
1,257.02,0,3.04,26.46,0.29,3.16,3.25,0.03,1606352400
1,257.02,0,3.04,26.46,0.4,3.05,3.13,0.02,1606356000
1,253.68,0,2.91,26.82,0.46,2.89,2.94,0.02,1606359600
1,253.68,0,2.79,27.54,0.47,2.68,2.72,0.02,1606363200
1,250.34,0,2.66,27.9,0.45,2.5,2.53,0.03,1606366800
1,250.34,0.04,2.64,28.61,0.42,2.28,2.31,0.04,1606370400
1,243.66,0.12,2.23,30.04,0.37,1.87,1.9,0.05,1606374000
1,236.99,0.13,1.63,31.47,0.27,1.51,1.53,0.07,1606377600
1,230.31,0.1,1.09,33.26,0.18,1.26,1.28,0.09,1606381200
1,233.65,0.08,0.98,32.19,0.21,1.48,1.5,0.11,1606384800
1,240.33,0.09,1.29,26.46,0.42,2,2.01,0.1,1606388400
1,236.99,0.05,1.36,23.96,0.58,1.89,1.9,0.11,1606392000
1,226.97,0,1,29.33,0.58,1.12,1.13,0.13,1606395600
1,220.3,0,0.68,37.19,0.44,0.65,0.67,0.14,1606399200
1,216.96,0,0.6,41.84,0.38,0.67,0.68,0.15,1606402800
1,216.96,0,0.57,44.7,0.54,0.73,0.74,0.17,1606406400
1,216.96,0,0.53,47.21,0.75,0.76,0.77,0.17,1606410000
1,216.96,0,0.5,48.64,0.97,0.71,0.73,0.16,1606413600
1,220.3,0,0.52,48.64,1.1,0.75,0.77,0.16,1606417200
1,220.3,0,0.56,46.49,1.07,0.87,0.88,0.19,1606420800
1,223.64,0,0.58,45.06,1,0.96,0.98,0.21,1606424400
1,223.64,0,0.59,43.99,0.92,1.05,1.08,0.22,1606428000
1,223.64,0,0.59,43.27,0.88,1.15,1.17,0.22,1606431600
1,220.3,0,0.59,43.63,0.87,1.23,1.26,0.2,1606435200
1,220.3,0,0.58,43.63,0.89,1.38,1.41,0.17,1606438800
1,223.64,0,0.57,42.2,0.85,1.48,1.51,0.19,1606442400
1,223.64,0,0.55,39.34,0.75,1.52,1.56,0.22,1606446000
1,223.64,0,0.54,36.48,0.66,1.45,1.49,0.26,1606449600
1,223.64,0,0.56,35.41,0.6,1.34,1.37,0.27,1606453200
1,226.97,0.01,0.63,35.76,0.58,1.23,1.26,0.25,1606456800
1,226.97,0.02,0.74,38.27,0.64,1.17,1.2,0.19,1606460400
1,223.64,0.03,0.87,42.56,0.74,1.1,1.11,0.14,1606464000
1,223.64,0.04,0.93,45.78,0.72,0.97,0.98,0.13,1606467600
1,223.64,0.04,1.14,42.56,0.63,1.09,1.11,0.13,1606471200
1,230.31,0.04,1.82,34.69,0.73,1.52,1.56,0.12,1606474800
1,233.65,0.02,2.59,34.33,0.98,1.65,1.69,0.1,1606478400
1,233.65,0,2.91,39.7,1.1,1.45,1.5,0.08,1606482000
1,230.31,0,2.66,44.7,1.03,1.09,1.13,0.08,1606485600
1,226.97,0,2.29,46.49,0.95,0.9,0.93,0.09,1606489200
1,226.97,0,2.21,43.27,0.92,0.87,0.91,0.09,1606492800
1,230.31,0,2.4,38.27,0.86,0.78,0.8,0.08,1606496400
1,226.97,0,2.16,38.62,0.74,0.53,0.54,0.08,1606500000
1,223.64,0,1.56,43.63,0.69,0.5,0.51,0.07,1606503600
1,220.3,0,1.21,47.92,0.68,0.5,0.51,0.07,1606507200
1,216.96,0,1.05,51.5,0.69,0.5,0.51,0.07,1606510800
1,216.96,0,0.91,56.51,0.7,0.5,0.51,0.07,1606514400
1,216.96,0,0.8,57.22,0.63,0.5,0.51,0.07,1606518000
1,216.96,0,0.76,54.36,0.61,0.5,0.52,0.09,1606521600
1,220.3,0,0.76,50.78,0.62,0.57,0.6,0.12,1606525200
1,220.3,0,0.8,47.21,0.65,0.99,1.04,0.1,1606528800
1,220.3,0,0.9,44.35,0.69,1.29,1.36,0.1,1606532400
1,220.3,0,0.98,42.2,0.65,1.37,1.45,0.1,1606536000
1,220.3,0,0.96,41.13,0.49,1.2,1.27,0.12,1606539600
1,220.3,0.01,0.9,41.49,0.34,0.95,1.02,0.13,1606543200
1,220.3,0.02,1.29,40.77,0.43,0.95,1.01,0.13,1606546800
1,220.3,0.04,2.51,38.98,0.7,1.09,1.18,0.12,1606550400
1,220.3,0.04,3.17,40.41,0.83,1.1,1.21,0.11,1606554000
1,216.96,0.03,2.68,44.35,0.75,0.98,1.09,0.09,1606557600
1,216.96,0.02,1.89,47.21,0.62,0.9,1,0.07,1606561200
1,216.96,0.01,1.37,48.64,0.57,0.95,1.03,0.06,1606564800
1,220.3,0,1.21,48.64,0.52,1.09,1.17,0.05,1606568400
1,220.3,0,1.08,48.64,0.4,1.21,1.28,0.04,1606572000
1,220.3,0,0.95,48.64,0.28,1.32,1.46,0.04,1606575600
1,223.64,0,0.92,45.06,0.24,1.62,2.66,0.04,1606579200
1,230.31,0,0.71,43.27,0.25,2.33,6.29,0.03,1606582800
1,230.31,0,0.46,45.06,0.26,2.86,9.43,0.03,1606586400
1,226.97,0,0.32,48.64,0.26,2.81,8.97,0.04,1606590000
1,223.64,0,0.23,51.5,0.24,2.33,6.01,0.04,1606593600
1,223.64,0,0.24,52.93,0.28,1.91,3.85,0.05,1606597200
1,226.97,0,0.56,52.93,0.63,1.92,3.55,0.05,1606600800
1,226.97,0,1.01,52.93,1.1,2.45,5.28,0.05,1606604400
1,223.64,0,0.99,54.36,1.34,2.81,6.89,0.04,1606608000
1,220.3,0,0.57,56.51,0.94,2.57,7.2,0.04,1606611600
1,220.3,0,0.23,57.22,0.45,3.52,12.61,0.06,1606615200
2,223.64,0,0.15,56.51,0.29,5.57,20.95,0.08,1606618800
1,226.97,0,0.21,57.22,0.37,5.6,19.81,0.09,1606622400
1,226.97,0,0.27,60.8,0.5,4.51,15.24,0.1,1606626000
1,226.97,0.01,0.3,63.66,0.51,3.68,12.43,0.11,1606629600
1,223.64,0.02,0.24,64.37,0.47,3.09,10.03,0.13,1606633200
1,223.64,0.03,0.19,62.23,0.46,2.65,7.9,0.16,1606636800
1,223.64,0.04,0.17,60.08,0.44,2.35,6.37,0.17,1606640400
1,223.64,0.03,0.14,60.08,0.39,2.23,5.33,0.16,1606644000
1,223.64,0.02,0.14,58.65,0.37,2.26,4.71,0.17,1606647600
1,226.97,0.01,0.16,55.08,0.38,2.31,4.39,0.18,1606651200
1,230.31,0,0.19,52.21,0.38,2.23,4.06,0.18,1606654800
1,230.31,0,0.21,50.78,0.4,2.05,3.72,0.18,1606658400
1,230.31,0,0.22,51.5,0.4,1.88,3.41,0.18,1606662000
1,230.31,0,0.23,52.21,0.38,1.8,3.19,0.18,1606665600
1,230.31,0,0.22,52.93,0.37,1.61,2.79,0.17,1606669200
1,230.31,0,0.21,54.36,0.37,1.33,2.2,0.17,1606672800
1,226.97,0,0.2,54.36,0.38,1.08,1.73,0.16,1606676400
1,230.31,0,0.2,54.36,0.39,0.97,1.53,0.17,1606680000
1,230.31,0,0.2,53.64,0.38,0.98,1.55,0.18,1606683600
1,230.31,0,0.2,52.21,0.36,1.04,1.65,0.19,1606687200
1,230.31,0,0.18,50.78,0.32,1.11,1.73,0.18,1606690800
1,233.65,0,0.17,50.07,0.29,1.13,1.76,0.17,1606694400
1,233.65,0,0.15,50.78,0.28,1.08,1.7,0.16,1606698000
1,233.65,0,0.15,51.5,0.28,1.01,1.52,0.15,1606701600
1,233.65,0,0.17,53.64,0.28,0.93,1.32,0.15,1606705200
1,230.31,0,0.19,55.79,0.28,0.86,1.21,0.14,1606708800
1,230.31,0,0.19,57.22,0.28,0.78,1.14,0.14,1606712400
1,230.31,0.01,0.22,57.94,0.29,0.69,1.07,0.14,1606716000
1,230.31,0.04,0.22,57.94,0.34,0.67,0.92,0.15,1606719600
1,230.31,0.07,0.29,59.37,0.78,1.12,1.22,0.14,1606723200
1,233.65,0.13,0.49,65.09,1.67,1.9,1.96,0.08,1606726800
1,236.99,0.2,0.87,71.53,2.65,2.3,2.36,0.06,1606730400
1,240.33,0.25,1.69,75.1,3.55,2.43,2.47,0.05,1606734000
1,243.66,0.14,2.57,76.53,3.46,2.28,2.3,0.06,1606737600
1,243.66,0.01,2.44,77.25,2.47,1.97,1.98,0.07,1606741200
1,243.66,0,1.91,76.53,1.76,1.86,1.87,0.08,1606744800
1,247,0,1.56,78.68,1.27,1.82,1.83,0.08,1606748400
2,243.66,0,1.17,81.54,0.83,1.58,1.59,0.09,1606752000
2,236.99,0,0.77,84.4,0.65,1.23,1.25,0.11,1606755600
2,230.31,0,0.54,85.83,0.85,1.06,1.07,0.11,1606759200
2,230.31,0,0.5,85.83,1.34,1.19,1.2,0.1,1606762800
2,230.31,0,0.58,85.12,1.83,1.62,1.63,0.08,1606766400
2,230.31,0,0.7,82.97,2.21,2.22,2.23,0.07,1606770000
2,233.65,0,0.79,80.11,2.53,2.74,2.76,0.06,1606773600
1,233.65,0,0.84,78.68,2.98,3.11,3.13,0.05,1606777200
1,233.65,0,0.84,77.25,3.37,3.27,3.29,0.04,1606780800
1,233.65,0,0.79,77.25,3.34,3.25,3.26,0.04,1606784400
1,233.65,0,0.74,77.96,3.07,3.14,3.16,0.04,1606788000
1,230.31,0,0.69,78.68,2.65,2.93,2.95,0.04,1606791600
2,230.31,0,0.62,80.82,2.3,2.6,2.62,0.05,1606795200
2,230.31,0,0.55,81.54,2.12,2.24,2.26,0.05,1606798800
2,230.31,0.04,0.73,82.25,2.15,2.04,2.06,0.05,1606802400
2,230.31,0.12,0.76,83.69,2.18,1.86,1.88,0.06,1606806000
2,226.97,0.16,0.73,85.83,2.18,1.8,1.82,0.07,1606809600
2,226.97,0.2,0.8,87.98,2.27,1.85,1.88,0.07,1606813200
2,226.97,0.23,1.07,90.12,2.44,2.1,2.13,0.06,1606816800
2,230.31,0.24,1.63,89.41,2.77,2.53,2.56,0.06,1606820400
2,233.65,0.15,2.57,86.55,3.52,2.99,3.03,0.04,1606824000
2,233.65,0.01,3.73,82.25,4.59,3.32,3.36,0.04,1606827600
1,236.99,0,4.58,78.68,5.36,3.4,3.44,0.03,1606831200
1,240.33,0,5.4,73.67,5.72,3.33,3.38,0.02,1606834800
1,240.33,0,6.51,67.95,5.96,3.43,3.48,0.02,1606838400
1,243.66,0,7.8,61.51,6.2,3.58,3.64,0.01,1606842000
1,243.66,0,8.4,56.51,6.14,3.75,3.83,0.01,1606845600
1,247,0,8.14,54.36,5.72,3.74,3.83,0.01,1606849200
1,247,0,7.28,53.64,5.13,3.62,3.7,0.01,1606852800
1,247,0,6.08,54.36,4.47,3.4,3.48,0.01,1606856400
1,247,0,4.84,55.79,3.87,3.16,3.24,0.01,1606860000
1,247,0,3.86,57.22,3.4,3,3.07,0.01,1606863600
1,247,0,3.17,58.65,2.95,2.9,2.97,0.02,1606867200
1,247,0,2.74,58.65,2.59,2.9,2.96,0.02,1606870800
1,247,0,2.53,58.65,2.3,3.02,3.08,0.02,1606874400
1,250.34,0,2.44,57.94,2.09,3.17,3.23,0.02,1606878000
1,250.34,0,2.42,57.22,1.91,3.31,3.38,0.03,1606881600
1,250.34,0,2.36,57.22,1.77,3.46,3.53,0.03,1606885200
1,250.34,0.19,2.4,57.94,1.64,3.57,3.64,0.03,1606888800
1,247,0.55,2.31,60.08,1.51,3.63,3.7,0.04,1606892400
1,243.66,0.8,2.25,60.8,1.43,3.7,3.77,0.04,1606896000
1,243.66,0.89,2.23,61.51,1.51,3.87,3.94,0.04,1606899600
1,240.33,0.78,2.25,61.51,1.73,3.96,4.02,0.04,1606903200
1,240.33,0.55,2.38,62.23,2,3.99,4.04,0.04,1606906800
1,240.33,0.24,2.7,61.51,2.21,4.02,4.08,0.05,1606910400
1,240.33,0.01,2.87,60.8,2.3,4.02,4.07,0.06,1606914000
1,240.33,0,2.68,60.08,2.33,4.11,4.15,0.06,1606917600
1,240.33,0,2.44,60.08,2.3,4.14,4.18,0.07,1606921200
1,240.33,0,2.19,59.37,2.21,4.28,4.31,0.09,1606924800
1,240.33,0,1.99,58.65,2.24,4.51,4.55,0.1,1606928400
1,240.33,0,1.89,57.94,2.5,4.77,4.81,0.1,1606932000
1,240.33,0,1.93,57.22,2.83,5.06,5.1,0.08,1606935600
1,243.66,0,2.12,55.79,3.04,5.36,5.4,0.06,1606939200
1,247,0,2.55,53.64,3.1,5.71,5.75,0.05,1606942800
1,253.68,0,3.13,51.5,2.95,6.07,6.11,0.04,1606946400
1,257.02,0,3.68,48.64,2.68,6.4,6.45,0.05,1606950000
1,260.35,0,4.07,46.49,2.44,6.69,6.75,0.05,1606953600
1,263.69,0,4.24,45.06,2.18,6.96,7.01,0.05,1606957200
1,263.69,0,4.03,44.7,1.94,7.02,7.07,0.05,1606960800
1,260.35,0,3.43,44.7,1.74,6.8,6.84,0.08,1606964400
1,253.68,0,2.72,45.78,1.73,6.39,6.43,0.12,1606968000
1,250.34,0,2.1,47.21,1.88,5.98,6.03,0.15,1606971600
1,247,0.13,1.71,49.35,2.21,5.6,5.64,0.17,1606975200
1,247,0.36,1.44,52.21,2.83,5.26,5.3,0.18,1606978800
1,243.66,0.5,1.37,55.08,3.31,5.05,5.08,0.19,1606982400
1,243.66,0.56,1.39,57.94,3.58,5.03,5.07,0.19,1606986000
1,243.66,0.5,1.5,60.08,3.73,5.01,5.05,0.19,1606989600
1,243.66,0.36,1.67,62.23,3.64,4.86,4.89,0.18,1606993200
1,243.66,0.15,1.91,63.66,3.55,4.55,4.58,0.18,1606996800
1,243.66,0.01,2.04,64.37,3.25,4.23,4.26,0.21,1607000400
1,243.66,0,1.99,64.37,2.77,4.04,4.07,0.25,1607004000
1,243.66,0,2.36,63.66,2.53,4.06,4.09,0.31,1607007600
1,250.34,0,3.3,60.8,2.77,4.58,4.61,0.36,1607011200
1,257.02,0,4.58,59.37,3.7,5.45,5.5,0.36,1607014800
1,267.03,0,5.83,57.94,5.36,6.32,6.41,0.28,1607018400
1,273.71,0,6.94,57.94,7.51,7.26,7.38,0.14,1607022000
1,280.38,0,8.14,55.79,9.78,8.29,8.45,0.02,1607025600
1,290.39,0,9.43,53.64,11.09,8.99,9.16,0,1607029200
1,297.07,0,9.94,51.5,10.85,9.21,9.38,0,1607032800
1,297.07,0,9.43,50.78,9.54,9.16,9.32,0,1607036400
1,293.73,0,8.23,50.78,7.63,9.11,9.24,0,1607040000
1,290.39,0,6.94,51.5,5.78,9.02,9.11,0,1607043600
1,283.72,0,5.66,52.93,4.23,8.69,8.75,0,1607047200
1,277.04,0,4.67,56.51,3.16,8.11,8.14,0,1607050800
1,260.35,0,3.09,70.1,2.8,5.55,5.57,0,1607054400
1,250.34,0,2.46,77.25,2.95,4.6,4.61,0,1607058000
1,250.34,0.04,2.68,77.96,3.55,4.54,4.56,0,1607061600
1,253.68,0.25,3.3,77.25,4.23,4.58,4.61,0,1607065200
1,257.02,0.68,3.68,76.53,4.71,4.79,4.83,0.01,1607068800
1,260.35,1.09,3.9,75.82,4.95,5.11,5.16,0.02,1607072400
1,263.69,1.2,4.28,74.39,5.13,5.55,5.61,0.04,1607076000
1,267.03,0.99,5.14,71.53,5.19,5.98,6.06,0.06,1607079600
1,270.37,0.5,6.68,67.23,5.31,6.46,6.54,0.09,1607083200
1,273.71,0.03,8.4,62.94,5.6,7.13,7.23,0.11,1607086800
1,280.38,0,9.43,60.08,6.02,8.02,8.13,0.12,1607090400
1,280.38,0,9.94,57.22,6.44,8.7,8.83,0.09,1607094000
1,280.38,0,9.77,54.36,6.74,8.91,9.06,0.06,1607097600
1,280.38,0,9.43,52.21,6.91,8.94,9.1,0.05,1607101200
1,277.04,0,9.43,51.5,7.03,9.11,9.27,0.04,1607104800
1,277.04,0,9.34,50.78,6.5,9.36,9.5,0.04,1607108400
1,277.04,0,8.91,50.78,5.48,9.39,9.51,0.04,1607112000
1,273.71,0,8.14,50.78,4.23,9.39,9.5,0.05,1607115600
1,270.37,0,7.28,51.5,3.13,9.24,9.34,0.06,1607119200
1,267.03,0,6.6,51.5,2.33,9.29,9.37,0.07,1607122800
1,263.69,0,6.17,50.78,1.86,9.34,9.42,0.1,1607126400
1,263.69,0,5.91,50.07,1.7,9.54,9.61,0.14,1607130000
1,263.69,0,5.91,49.35,1.74,9.64,9.72,0.19,1607133600
1,263.69,0,5.74,48.64,1.85,9.52,9.59,0.25,1607137200
1,260.35,0,5.36,48.64,1.88,9.04,9.1,0.28,1607140800
1,260.35,0,4.88,49.35,2,8.54,8.59,0.28,1607144400
1,257.02,0.18,4.76,50.78,2.35,8.4,8.46,0.23,1607148000
1,257.02,0.96,4.58,52.93,2.83,8.69,8.74,0.13,1607151600
1,257.02,1.75,4.63,55.08,3.43,9.15,9.2,0.04,1607155200
1,260.35,2.26,5.23,55.79,4.17,9.7,9.75,0.01,1607158800
1,263.69,2.38,6.17,55.79,4.89,9.68,9.74,0.01,1607162400
1,267.03,1.76,6.77,55.79,4.59,8.94,9,0.01,1607166000
1,263.69,0.74,7.8,57.22,3.82,8.54,8.6,0.01,1607169600
1,263.69,0.03,8.4,56.51,3.1,8.44,8.49,0.01,1607173200
1,263.69,0,8.14,55.08,2.8,8.66,8.71,0.01,1607176800
1,267.03,0,7.8,52.93,2.77,9.2,9.27,0.01,1607180400
1,270.37,0,7.54,52.93,2.95,9.47,9.6,0.01,1607184000
1,273.71,0,7.2,52.93,3.37,9.4,9.59,0,1607187600
1,280.38,0,7.45,51.5,4.17,9.19,9.45,0,1607191200
1,290.39,0,7.88,48.64,4.65,9.22,9.53,0,1607194800
1,293.73,0,7.97,45.78,4.53,9.28,9.59,0,1607198400
1,297.07,0,7.63,43.99,4.05,9.35,9.64,0,1607202000
1,297.07,0,7.28,42.56,3.64,9.29,9.55,0,1607205600
1,293.73,0,6.86,41.49,3.31,9.12,9.35,0,1607209200
1,293.73,0,6.43,40.41,3.04,8.91,9.11,0,1607212800
1,290.39,0,6.08,39.34,2.83,8.69,8.85,0,1607216400
1,290.39,0,5.74,38.27,2.68,8.49,8.62,0,1607220000
1,290.39,0,5.57,37.19,2.56,8.29,8.42,0,1607223600
1,290.39,0,5.36,35.76,2.47,8,8.12,0,1607227200
1,290.39,0.01,5.18,35.05,2.38,7.77,7.91,0,1607230800
1,290.39,0.48,4.97,35.05,2.35,7.63,7.8,0.01,1607234400
1,287.06,1.54,4.41,36.48,2.38,7.52,7.71,0.01,1607238000
1,287.06,2.15,4.07,37.91,2.5,7.28,7.46,0.01,1607241600
1,283.72,2.29,3.86,38.98,2.89,6.99,7.17,0.01,1607245200
1,280.38,1.96,3.94,41.13,3.87,6.43,6.59,0.01,1607248800
1,280.38,1.47,4.33,40.77,3.87,6.51,6.66,0.01,1607252400
1,280.38,0.71,5.36,39.34,3.82,6.65,6.79,0.01,1607256000
1,280.38,0.04,6.34,36.84,3.49,7.13,7.27,0.01,1607259600
1,283.72,0,6.43,35.41,3.07,7.94,8.07,0.02,1607263200
1,287.06,0,6.86,33.98,3.1,8.99,9.1,0.03,1607266800
2,293.73,0,7.88,31.83,3.73,10.36,10.45,0.04,1607270400
2,300.41,0,9.17,29.33,4.71,11.83,11.96,0.05,1607274000
2,307.08,0,10.37,27.18,5.78,12.91,13.1,0.06,1607277600
2,313.76,0,11.14,26.11,6.68,13.44,13.66,0.07,1607281200
2,313.76,0,11.31,26.11,7.15,13.41,13.6,0.09,1607284800
2,310.42,0,10.97,26.82,6.97,12.93,13.06,0.12,1607288400
2,307.08,0,9.94,28.61,6.32,11.94,12.01,0.15,1607292000
2,300.41,0,8.57,30.76,5.54,10.64,10.68,0.17,1607295600
1,293.73,0,7.28,32.9,4.89,9.5,9.53,0.19,1607299200
1,290.39,0,6.08,34.33,4.35,8.04,8.07,0.17,1607302800
1,283.72,0,4.67,36.12,3.87,6.51,6.54,0.13,1607306400
1,277.04,0,3.86,37.55,3.49,5.39,5.43,0.09,1607310000
1,273.71,0,3.47,38.62,3.25,4.67,4.71,0.09,1607313600
1,273.71,0,3.56,37.91,3.22,4.61,4.66,0.12,1607317200
1,273.71,0.04,3.9,36.84,3.49,4.91,4.97,0.15,1607320800
1,277.04,0.18,4.28,36.12,3.82,5.21,5.28,0.15,1607324400
1,273.71,0.37,4.46,36.84,4.05,5.33,5.39,0.13,1607328000
1,273.71,0.45,4.71,37.55,4.35,5.43,5.49,0.11,1607331600
1,270.37,0.57,4.28,40.05,4.41,4.98,5.04,0.08,1607335200
1,263.69,0.64,3.81,43.63,4.29,4.6,4.66,0.07,1607338800
1,260.35,0.34,3.86,46.49,3.93,4.48,4.52,0.05,1607342400
1,257.02,0.02,3.86,47.21,3.04,4.8,4.84,0.06,1607346000
1,253.68,0,3.21,48.64,1.97,5.09,5.13,0.07,1607349600
1,250.34,0,2.66,52.93,1.24,4.85,4.88,0.06,1607353200
1,243.66,0,2.36,59.37,1.01,4.33,4.36,0.06,1607356800
1,243.66,0,2.16,62.94,0.92,3.93,3.97,0.09,1607360400
1,243.66,0,2.27,62.23,0.98,4.08,4.12,0.12,1607364000
1,247,0,2.83,60.08,1.28,4.87,4.92,0.12,1607367600
1,250.34,0,3.43,57.22,1.57,5.69,5.76,0.1,1607371200
1,250.34,0,3.77,56.51,1.67,6.24,6.33,0.09,1607374800
1,253.68,0,3.86,55.79,1.68,6.55,6.68,0.09,1607378400
1,253.68,0,3.86,54.36,1.61,6.73,6.9,0.09,1607382000
1,253.68,0,3.94,53.64,1.54,6.92,7.13,0.09,1607385600
1,253.68,0,4.16,52.21,1.46,7.2,7.44,0.09,1607389200
1,253.68,0,4.37,50.78,1.39,7.58,7.85,0.08,1607392800
1,257.02,0,4.58,48.64,1.3,8.01,8.3,0.06,1607396400
1,257.02,0,4.8,47.92,1.36,8.39,8.69,0.05,1607400000
1,260.35,0,5.01,46.49,1.74,8.88,9.2,0.04,1607403600
1,263.69,0.37,5.74,46.49,2.33,9.32,9.65,0.04,1607407200
1,267.03,1.48,6.17,48.64,3.04,9.69,10.03,0.05,1607410800
1,267.03,2.29,6.26,50.78,3.58,9.95,10.29,0.07,1607414400
1,267.03,2.52,6,52.21,3.93,9.99,10.33,0.09,1607418000
1,263.69,1.93,5.57,56.51,4.23,9.75,10.06,0.07,1607421600
1,260.35,1.31,5.91,57.94,4.71,9.71,10,0.05,1607425200
1,257.02,0.59,7.11,57.94,5.42,9.74,10.04,0.04,1607428800
1,257.02,0.03,7.88,56.51,5.54,9.82,10.14,0.05,1607432400
1,257.02,0,7.28,55.08,4.83,9.84,10.18,0.06,1607436000
1,253.68,0,6.43,55.08,3.76,9.85,10.19,0.06,1607439600
1,253.68,0,5.44,55.79,2.62,9.74,10.06,0.06,1607443200
1,250.34,0,4.58,55.08,1.76,9.56,9.83,0.07,1607446800
1,250.34,0,3.9,53.64,1.18,9.53,9.72,0.09,1607450400
1,250.34,0,3.51,51.5,0.85,9.62,9.75,0.11,1607454000
1,250.34,0,3.26,49.35,0.66,9.9,10.02,0.13,1607457600
2,253.68,0,3.13,47.92,0.55,10.12,10.23,0.14,1607461200
2,253.68,0,3.04,46.49,0.48,10.33,10.43,0.16,1607464800
2,253.68,0,3,45.42,0.43,10.44,10.54,0.17,1607468400
2,257.02,0,2.96,44.7,0.4,10.55,10.65,0.18,1607472000
2,257.02,0,2.96,43.99,0.47,10.67,10.8,0.18,1607475600
2,260.35,0,3.21,43.27,0.82,10.86,11.02,0.17,1607479200
2,263.69,0,3.81,42.2,1.48,11.29,11.48,0.17,1607482800
2,270.37,0,4.84,41.13,2.33,11.97,12.18,0.17,1607486400
2,273.71,0,5.66,40.41,2.86,12.42,12.64,0.16,1607490000
2,273.71,0.42,5.91,41.13,3.1,12.49,12.71,0.16,1607493600
2,273.71,1.51,5.57,43.63,3.1,12.37,12.59,0.15,1607497200
2,270.37,2.21,5.23,45.06,2.86,12.24,12.44,0.15,1607500800
2,267.03,2.38,4.97,46.49,2.5,12.07,12.24,0.14,1607504400
2,263.69,1.98,5.01,50.07,2.15,11.71,11.85,0.06,1607508000
2,257.02,1.4,5.57,52.93,1.97,11.25,11.38,0.02,1607511600
2,257.02,0.62,6.68,52.93,1.94,11.04,11.17,0.02,1607515200
2,257.02,0.03,7.71,50.07,2,11.23,11.37,0.03,1607518800
2,260.35,0,7.88,47.92,2.06,11.68,11.83,0.04,1607522400
2,260.35,0,7.97,45.78,2.15,12,12.15,0.06,1607526000
2,263.69,0,7.97,44.35,2.27,12.32,12.48,0.07,1607529600
2,267.03,0,8.14,42.56,2.65,12.58,12.75,0.08,1607533200
2,270.37,0,8.57,40.77,3.25,12.97,13.16,0.07,1607536800
2,273.71,0,9,38.62,3.52,13.32,13.5,0.08,1607540400
2,277.04,0,9.34,36.48,3.37,13.66,13.83,0.09,1607544000
2,280.38,0,9.6,34.33,3.07,13.99,14.16,0.1,1607547600
2,283.72,0,9.94,32.19,2.83,14.47,14.64,0.11,1607551200
2,283.72,0,10.28,30.4,2.74,14.8,14.96,0.1,1607554800
2,287.06,0,10.54,28.97,2.71,15.28,15.43,0.09,1607558400
2,290.39,0,10.88,27.9,2.83,15.67,15.83,0.08,1607562000
2,293.73,0,11.14,26.82,2.86,16.25,16.4,0.08,1607565600
2,293.73,0,11.14,26.46,2.83,16.65,16.79,0.07,1607569200
2,293.73,0,10.97,26.82,2.86,16.75,16.89,0.06,1607572800
2,290.39,0.01,10.37,28.25,3.1,16.36,16.52,0.05,1607576400
2,287.06,0.82,9.08,32.19,3.61,15.52,15.69,0.04,1607580000
2,283.72,2.38,7.37,38.27,4.29,14.64,14.8,0.03,1607583600
2,280.38,3.19,6.68,41.49,4.35,14.01,14.16,0.04,1607587200
2,277.04,3.41,6.43,42.92,4.23,13.71,13.85,0.05,1607590800
2,273.71,2.96,6.51,45.06,3.87,13.08,13.22,0.04,1607594400
2,267.03,2.07,7.11,47.21,3.4,12.44,12.58,0.04,1607598000
2,263.69,0.89,8.4,48.64,3.1,11.9,12.04,0.05,1607601600
2,263.69,0.04,9.25,50.78,3.1,11.51,11.67,0.08,1607605200
